trip_mode,tour_mode,purpose,survey_value,model_value
02: Shared Ride 2,12: TNC Shared,8: Joint Discretionary,0.0,1172.0
03: Shared Ride 3+,03: Shared Ride 3+,4: Escort,0.0,848844.0
03: Shared Ride 3+,06: Walk to Transit,4: Escort,0.0,3.0
03: Shared Ride 3+,08: KNR to Transit,4: Escort,0.0,3.0
03: Shared Ride 3+,09: TNC to Transit,6: Individual Discretionary,0.0,1442.0
03: Shared Ride 3+,10: Taxi,1: Work,0.0,6.0
03: Shared Ride 3+,10: Taxi,4: Escort,0.0,9.0
03: Shared Ride 3+,10: Taxi,5: Individual Maintenance,0.0,9.0
03: Shared Ride 3+,10: Taxi,6: Individual Discretionary,0.0,620.0
03: Shared Ride 3+,10: Taxi,7: Joint Maintenance,0.0,11.0
03: Shared Ride 3+,10: Taxi,8: Joint Discretionary,0.0,179.0
03: Shared Ride 3+,10: Taxi,9: Work-based,0.0,190.0
03: Shared Ride 3+,11: TNC Single,1: Work,0.0,18.0
03: Shared Ride 3+,11: TNC Single,2: University,0.0,1.0
03: Shared Ride 3+,11: TNC Single,4: Escort,0.0,9.0
03: Shared Ride 3+,11: TNC Single,5: Individual Maintenance,0.0,9.0
03: Shared Ride 3+,11: TNC Single,6: Individual Discretionary,0.0,767.0
03: Shared Ride 3+,11: TNC Single,7: Joint Maintenance,0.0,18.0
03: Shared Ride 3+,11: TNC Single,8: Joint Discretionary,0.0,217.0
03: Shared Ride 3+,11: TNC Single,9: Work-based,0.0,180.0
03: Shared Ride 3+,12: TNC Shared,1: Work,0.0,269.0
03: Shared Ride 3+,12: TNC Shared,2: University,0.0,8.0
03: Shared Ride 3+,12: TNC Shared,4: Escort,0.0,226.0
03: Shared Ride 3+,12: TNC Shared,5: Individual Maintenance,0.0,215.0
03: Shared Ride 3+,12: TNC Shared,6: Individual Discretionary,0.0,3852.0
03: Shared Ride 3+,12: TNC Shared,7: Joint Maintenance,0.0,85.0
03: Shared Ride 3+,12: TNC Shared,8: Joint Discretionary,0.0,1039.0
03: Shared Ride 3+,12: TNC Shared,9: Work-based,0.0,426.0
04: Walk,02: Shared Ride 2,4: Escort,0.0,3484.0
04: Walk,03: Shared Ride 3+,4: Escort,0.0,919.0
04: Walk,04: Walk,4: Escort,0.0,85095.0
04: Walk,09: TNC to Transit,1: Work,0.0,2.0
04: Walk,09: TNC to Transit,6: Individual Discretionary,0.0,256.0
04: Walk,10: Taxi,1: Work,0.0,187.0
04: Walk,10: Taxi,2: University,0.0,39.0
04: Walk,10: Taxi,4: Escort,0.0,323.0
04: Walk,10: Taxi,5: Individual Maintenance,0.0,1625.0
04: Walk,10: Taxi,6: Individual Discretionary,0.0,2681.0
04: Walk,10: Taxi,7: Joint Maintenance,0.0,3.0
04: Walk,10: Taxi,8: Joint Discretionary,0.0,573.0
04: Walk,10: Taxi,9: Work-based,0.0,10.0
04: Walk,11: TNC Single,1: Work,0.0,248.0
04: Walk,11: TNC Single,2: University,0.0,16.0
04: Walk,11: TNC Single,4: Escort,0.0,188.0
04: Walk,11: TNC Single,5: Individual Maintenance,0.0,861.0
04: Walk,11: TNC Single,6: Individual Discretionary,0.0,1895.0
04: Walk,11: TNC Single,7: Joint Maintenance,0.0,1.0
04: Walk,11: TNC Single,8: Joint Discretionary,0.0,393.0
04: Walk,11: TNC Single,9: Work-based,0.0,6.0
04: Walk,12: TNC Shared,1: Work,0.0,1415.0
04: Walk,12: TNC Shared,2: University,0.0,83.0
04: Walk,12: TNC Shared,4: Escort,0.0,933.0
04: Walk,12: TNC Shared,5: Individual Maintenance,0.0,4985.0
04: Walk,12: TNC Shared,6: Individual Discretionary,0.0,6244.0
04: Walk,12: TNC Shared,7: Joint Maintenance,0.0,6.0
04: Walk,12: TNC Shared,8: Joint Discretionary,0.0,1453.0
04: Walk,12: TNC Shared,9: Work-based,0.0,10.0
05: Bike,05: Bike,4: Escort,0.0,1444.0
06: Walk to Transit,06: Walk to Transit,4: Escort,0.0,150.0
06: Walk to Transit,08: KNR to Transit,4: Escort,0.0,1.0
06: Walk to Transit,09: TNC to Transit,1: Work,0.0,4.0
06: Walk to Transit,09: TNC to Transit,6: Individual Discretionary,0.0,472.0
07: PNR to Transit,07: PNR to Transit,4: Escort,0.0,4.0
08: KNR to Transit,08: KNR to Transit,4: Escort,0.0,12.0
08: KNR to Transit,09: TNC to Transit,1: Work,0.0,1.0
08: KNR to Transit,09: TNC to Transit,6: Individual Discretionary,0.0,1909.0
10: Taxi,06: Walk to Transit,2: University,0.0,1.0
10: Taxi,06: Walk to Transit,4: Escort,0.0,10.0
10: Taxi,06: Walk to Transit,5: Individual Maintenance,0.0,2970.0
10: Taxi,06: Walk to Transit,6: Individual Discretionary,0.0,1034.0
10: Taxi,06: Walk to Transit,9: Work-based,0.0,56.0
10: Taxi,08: KNR to Transit,1: Work,0.0,13.0
10: Taxi,08: KNR to Transit,2: University,0.0,27.0
10: Taxi,08: KNR to Transit,8: Joint Discretionary,0.0,20.0
10: Taxi,10: Taxi,1: Work,0.0,1.0
10: Taxi,10: Taxi,4: Escort,0.0,30.0
10: Taxi,10: Taxi,5: Individual Maintenance,0.0,44.0
10: Taxi,10: Taxi,6: Individual Discretionary,0.0,19.0
10: Taxi,10: Taxi,8: Joint Discretionary,0.0,2.0
10: Taxi,11: TNC Single,1: Work,0.0,1.0
10: Taxi,11: TNC Single,4: Escort,0.0,14.0
10: Taxi,11: TNC Single,5: Individual Maintenance,0.0,30.0
10: Taxi,11: TNC Single,6: Individual Discretionary,0.0,19.0
10: Taxi,11: TNC Single,8: Joint Discretionary,0.0,3.0
10: Taxi,12: TNC Shared,1: Work,0.0,8.0
10: Taxi,12: TNC Shared,2: University,0.0,2.0
10: Taxi,12: TNC Shared,4: Escort,0.0,66.0
10: Taxi,12: TNC Shared,5: Individual Maintenance,0.0,97.0
10: Taxi,12: TNC Shared,6: Individual Discretionary,0.0,44.0
10: Taxi,12: TNC Shared,8: Joint Discretionary,0.0,7.0
11: TNC Single,06: Walk to Transit,1: Work,0.0,1747.0
11: TNC Single,06: Walk to Transit,2: University,0.0,26.0
11: TNC Single,06: Walk to Transit,4: Escort,0.0,7.0
11: TNC Single,06: Walk to Transit,5: Individual Maintenance,0.0,989.0
11: TNC Single,06: Walk to Transit,6: Individual Discretionary,0.0,426.0
11: TNC Single,06: Walk to Transit,7: Joint Maintenance,0.0,70.0
11: TNC Single,06: Walk to Transit,8: Joint Discretionary,0.0,26.0
11: TNC Single,06: Walk to Transit,9: Work-based,0.0,33.0
11: TNC Single,08: KNR to Transit,1: Work,0.0,22.0
11: TNC Single,08: KNR to Transit,2: University,0.0,56.0
11: TNC Single,08: KNR to Transit,8: Joint Discretionary,0.0,32.0
11: TNC Single,10: Taxi,1: Work,0.0,382.0
11: TNC Single,10: Taxi,2: University,0.0,8.0
11: TNC Single,10: Taxi,4: Escort,0.0,619.0
11: TNC Single,10: Taxi,5: Individual Maintenance,0.0,1039.0
11: TNC Single,10: Taxi,6: Individual Discretionary,0.0,4496.0
11: TNC Single,10: Taxi,7: Joint Maintenance,0.0,191.0
11: TNC Single,10: Taxi,8: Joint Discretionary,0.0,556.0
11: TNC Single,10: Taxi,9: Work-based,0.0,163.0
11: TNC Single,11: TNC Single,1: Work,0.0,818.0
11: TNC Single,11: TNC Single,2: University,0.0,18.0
11: TNC Single,11: TNC Single,4: Escort,0.0,625.0
11: TNC Single,11: TNC Single,5: Individual Maintenance,0.0,1252.0
11: TNC Single,11: TNC Single,6: Individual Discretionary,0.0,5048.0
11: TNC Single,11: TNC Single,7: Joint Maintenance,0.0,282.0
11: TNC Single,11: TNC Single,8: Joint Discretionary,0.0,701.0
11: TNC Single,11: TNC Single,9: Work-based,0.0,158.0
11: TNC Single,12: TNC Shared,1: Work,0.0,3796.0
11: TNC Single,12: TNC Shared,2: University,0.0,73.0
11: TNC Single,12: TNC Shared,4: Escort,0.0,3022.0
11: TNC Single,12: TNC Shared,5: Individual Maintenance,0.0,5310.0
11: TNC Single,12: TNC Shared,6: Individual Discretionary,0.0,16407.0
11: TNC Single,12: TNC Shared,7: Joint Maintenance,0.0,666.0
11: TNC Single,12: TNC Shared,8: Joint Discretionary,0.0,2356.0
11: TNC Single,12: TNC Shared,9: Work-based,0.0,291.0
12: TNC Shared,06: Walk to Transit,1: Work,0.0,1.0
12: TNC Shared,06: Walk to Transit,2: University,0.0,37.0
12: TNC Shared,06: Walk to Transit,4: Escort,0.0,1.0
12: TNC Shared,06: Walk to Transit,5: Individual Maintenance,0.0,68.0
12: TNC Shared,06: Walk to Transit,6: Individual Discretionary,0.0,3108.0
12: TNC Shared,06: Walk to Transit,7: Joint Maintenance,0.0,1.0
12: TNC Shared,06: Walk to Transit,9: Work-based,0.0,97.0
12: TNC Shared,08: KNR to Transit,1: Work,0.0,188.0
12: TNC Shared,08: KNR to Transit,2: University,0.0,305.0
12: TNC Shared,08: KNR to Transit,8: Joint Discretionary,0.0,148.0
12: TNC Shared,10: Taxi,1: Work,0.0,19.0
12: TNC Shared,10: Taxi,2: University,0.0,11.0
12: TNC Shared,10: Taxi,4: Escort,0.0,3.0
12: TNC Shared,10: Taxi,5: Individual Maintenance,0.0,4.0
12: TNC Shared,10: Taxi,6: Individual Discretionary,0.0,223.0
12: TNC Shared,10: Taxi,7: Joint Maintenance,0.0,126.0
12: TNC Shared,10: Taxi,8: Joint Discretionary,0.0,61.0
12: TNC Shared,10: Taxi,9: Work-based,0.0,2.0
12: TNC Shared,11: TNC Single,1: Work,0.0,73.0
12: TNC Shared,11: TNC Single,2: University,0.0,11.0
12: TNC Shared,11: TNC Single,4: Escort,0.0,5.0
12: TNC Shared,11: TNC Single,5: Individual Maintenance,0.0,7.0
12: TNC Shared,11: TNC Single,6: Individual Discretionary,0.0,242.0
12: TNC Shared,11: TNC Single,7: Joint Maintenance,0.0,156.0
12: TNC Shared,11: TNC Single,8: Joint Discretionary,0.0,71.0
12: TNC Shared,11: TNC Single,9: Work-based,0.0,3.0
12: TNC Shared,12: TNC Shared,1: Work,0.0,1212.0
12: TNC Shared,12: TNC Shared,2: University,0.0,97.0
12: TNC Shared,12: TNC Shared,4: Escort,0.0,170.0
12: TNC Shared,12: TNC Shared,5: Individual Maintenance,0.0,132.0
12: TNC Shared,12: TNC Shared,6: Individual Discretionary,0.0,1643.0
12: TNC Shared,12: TNC Shared,7: Joint Maintenance,0.0,600.0
12: TNC Shared,12: TNC Shared,8: Joint Discretionary,0.0,395.0
12: TNC Shared,12: TNC Shared,9: Work-based,0.0,7.0
13: School Bus,13: School Bus,3: School,0.0,138936.0
02: Shared Ride 2,09: TNC to Transit,Total,0.0,450.0
02: Shared Ride 2,10: Taxi,Total,0.0,768.0
02: Shared Ride 2,11: TNC Single,Total,0.0,962.0
02: Shared Ride 2,12: TNC Shared,Total,0.0,6765.0
03: Shared Ride 3+,09: TNC to Transit,Total,0.0,1442.0
03: Shared Ride 3+,10: Taxi,Total,0.0,1024.0
03: Shared Ride 3+,11: TNC Single,Total,0.0,1219.0
03: Shared Ride 3+,12: TNC Shared,Total,0.0,6120.0
04: Walk,09: TNC to Transit,Total,0.0,258.0
04: Walk,10: Taxi,Total,0.0,5441.0
04: Walk,11: TNC Single,Total,0.0,3608.0
04: Walk,12: TNC Shared,Total,0.0,15129.0
06: Walk to Transit,09: TNC to Transit,Total,0.0,476.0
08: KNR to Transit,09: TNC to Transit,Total,0.0,1910.0
10: Taxi,06: Walk to Transit,Total,0.0,4071.0
10: Taxi,08: KNR to Transit,Total,0.0,60.0
10: Taxi,10: Taxi,Total,0.0,96.0
10: Taxi,11: TNC Single,Total,0.0,67.0
10: Taxi,12: TNC Shared,Total,0.0,224.0
11: TNC Single,06: Walk to Transit,Total,0.0,3324.0
11: TNC Single,08: KNR to Transit,Total,0.0,110.0
11: TNC Single,10: Taxi,Total,0.0,7454.0
11: TNC Single,11: TNC Single,Total,0.0,8902.0
11: TNC Single,12: TNC Shared,Total,0.0,31921.0
12: TNC Shared,06: Walk to Transit,Total,0.0,3313.0
12: TNC Shared,08: KNR to Transit,Total,0.0,641.0
12: TNC Shared,10: Taxi,Total,0.0,449.0
12: TNC Shared,11: TNC Single,Total,0.0,568.0
12: TNC Shared,12: TNC Shared,Total,0.0,4256.0
13: School Bus,13: School Bus,Total,0.0,138936.0
01: SOV,Total,4: Escort,0.0,1075729.0
02: Shared Ride 2,Total,4: Escort,0.0,873517.0
03: Shared Ride 3+,Total,4: Escort,0.0,849094.0
04: Walk,Total,4: Escort,0.0,90942.0
05: Bike,Total,4: Escort,0.0,1444.0
06: Walk to Transit,Total,4: Escort,0.0,151.0
07: PNR to Transit,Total,4: Escort,0.0,4.0
08: KNR to Transit,Total,4: Escort,0.0,12.0
10: Taxi,Total,2: University,0.0,30.0
10: Taxi,Total,4: Escort,0.0,120.0
10: Taxi,Total,5: Individual Maintenance,0.0,3141.0
10: Taxi,Total,6: Individual Discretionary,0.0,1116.0
10: Taxi,Total,9: Work-based,0.0,56.0
10: Taxi,Total,1: Work,0.0,23.0
10: Taxi,Total,8: Joint Discretionary,0.0,32.0
11: TNC Single,Total,1: Work,0.0,6765.0
11: TNC Single,Total,2: University,0.0,181.0
11: TNC Single,Total,4: Escort,0.0,4273.0
11: TNC Single,Total,5: Individual Maintenance,0.0,8590.0
11: TNC Single,Total,6: Individual Discretionary,0.0,26377.0
11: TNC Single,Total,7: Joint Maintenance,0.0,1209.0
11: TNC Single,Total,8: Joint Discretionary,0.0,3671.0
11: TNC Single,Total,9: Work-based,0.0,645.0
12: TNC Shared,Total,1: Work,0.0,1493.0
12: TNC Shared,Total,2: University,0.0,461.0
12: TNC Shared,Total,4: Escort,0.0,179.0
12: TNC Shared,Total,5: Individual Maintenance,0.0,211.0
12: TNC Shared,Total,6: Individual Discretionary,0.0,5216.0
12: TNC Shared,Total,7: Joint Maintenance,0.0,883.0
12: TNC Shared,Total,9: Work-based,0.0,109.0
12: TNC Shared,Total,8: Joint Discretionary,0.0,675.0
13: School Bus,Total,3: School,0.0,138936.0
10: Taxi,Total,Total,0.0,4518.0
11: TNC Single,Total,Total,0.0,51711.0
12: TNC Shared,Total,Total,0.0,9227.0
13: School Bus,Total,Total,0.0,138936.0
